week_start,disease_label,validated_case_count,validation_basis,data_source
2022-01-31,DIARRHEA_GASTROENTERITIS,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-02-07,DENGUE,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-02-07,ARI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-02-07,ILI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-02-07,DIARRHEA_GASTROENTERITIS,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-02-14,DENGUE,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-02-14,ARI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-02-14,ILI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-02-14,DIARRHEA_GASTROENTERITIS,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-02-21,DENGUE,1,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-02-21,ARI,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-02-21,ILI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-02-21,DIARRHEA_GASTROENTERITIS,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-02-28,DENGUE,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-02-28,ARI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-02-28,ILI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-02-28,DIARRHEA_GASTROENTERITIS,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-03-07,DENGUE,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-03-07,ARI,10,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-03-07,ILI,14,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-03-07,DIARRHEA_GASTROENTERITIS,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-03-14,DENGUE,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-03-14,ARI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-03-14,ILI,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-03-14,DIARRHEA_GASTROENTERITIS,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-03-21,DENGUE,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-03-21,ARI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-03-21,ILI,10,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-03-21,DIARRHEA_GASTROENTERITIS,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-03-28,DENGUE,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-03-28,ARI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-03-28,ILI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-03-28,DIARRHEA_GASTROENTERITIS,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-04-04,DENGUE,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-04-04,ARI,10,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-04-04,ILI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-04-04,DIARRHEA_GASTROENTERITIS,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-04-11,DENGUE,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-04-11,ARI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-04-11,ILI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-04-11,DIARRHEA_GASTROENTERITIS,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-04-18,DENGUE,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-04-18,ARI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-04-18,ILI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-04-18,DIARRHEA_GASTROENTERITIS,11,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-04-25,DENGUE,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-04-25,ARI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-04-25,ILI,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-04-25,DIARRHEA_GASTROENTERITIS,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-05-02,DENGUE,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-05-02,ARI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-05-02,ILI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-05-02,DIARRHEA_GASTROENTERITIS,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-05-09,DENGUE,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-05-09,ARI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-05-09,ILI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-05-09,DIARRHEA_GASTROENTERITIS,10,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-05-16,DENGUE,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-05-16,ARI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-05-16,ILI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-05-16,DIARRHEA_GASTROENTERITIS,14,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-05-23,DENGUE,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-05-23,ARI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-05-23,ILI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-05-23,DIARRHEA_GASTROENTERITIS,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-05-30,DENGUE,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-05-30,ARI,0,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-05-30,ILI,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-05-30,DIARRHEA_GASTROENTERITIS,10,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-06-06,DENGUE,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-06-06,ARI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-06-06,ILI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-06-06,DIARRHEA_GASTROENTERITIS,10,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-06-13,DENGUE,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-06-13,ARI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-06-13,ILI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-06-13,DIARRHEA_GASTROENTERITIS,14,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-06-20,DENGUE,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-06-20,ARI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-06-20,ILI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-06-20,DIARRHEA_GASTROENTERITIS,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-06-27,DENGUE,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-06-27,ARI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-06-27,ILI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-06-27,DIARRHEA_GASTROENTERITIS,10,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-07-04,DENGUE,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-07-04,ARI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-07-04,ILI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-07-04,DIARRHEA_GASTROENTERITIS,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-07-11,DENGUE,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-07-11,ARI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-07-11,ILI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-07-11,DIARRHEA_GASTROENTERITIS,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-07-18,DENGUE,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-07-18,ARI,10,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-07-18,ILI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-07-18,DIARRHEA_GASTROENTERITIS,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-07-25,DENGUE,10,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-07-25,ARI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-07-25,ILI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-07-25,DIARRHEA_GASTROENTERITIS,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-08-01,DENGUE,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-08-01,ARI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-08-01,ILI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-08-01,DIARRHEA_GASTROENTERITIS,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-08-08,DENGUE,12,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-08-08,ARI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-08-08,ILI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-08-08,DIARRHEA_GASTROENTERITIS,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-08-15,DENGUE,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-08-15,ARI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-08-15,ILI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-08-15,DIARRHEA_GASTROENTERITIS,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-08-22,DENGUE,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-08-22,ARI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-08-22,ILI,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-08-22,DIARRHEA_GASTROENTERITIS,1,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-08-29,DENGUE,13,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-08-29,ARI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-08-29,ILI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-08-29,DIARRHEA_GASTROENTERITIS,0,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-09-05,DENGUE,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-09-05,ARI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-09-05,ILI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-09-05,DIARRHEA_GASTROENTERITIS,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-09-12,DENGUE,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-09-12,ARI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-09-12,ILI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-09-12,DIARRHEA_GASTROENTERITIS,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-09-19,DENGUE,10,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-09-19,ARI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-09-19,ILI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-09-19,DIARRHEA_GASTROENTERITIS,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-09-26,DENGUE,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-09-26,ARI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-09-26,ILI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-09-26,DIARRHEA_GASTROENTERITIS,1,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-10-03,DENGUE,10,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-10-03,ARI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-10-03,ILI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-10-03,DIARRHEA_GASTROENTERITIS,0,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-10-10,DENGUE,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-10-10,ARI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-10-10,ILI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-10-10,DIARRHEA_GASTROENTERITIS,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-10-17,DENGUE,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-10-17,ARI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-10-17,ILI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-10-17,DIARRHEA_GASTROENTERITIS,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-10-24,DENGUE,10,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-10-24,ARI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-10-24,ILI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-10-24,DIARRHEA_GASTROENTERITIS,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-10-31,DENGUE,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-10-31,ARI,1,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-10-31,ILI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-10-31,DIARRHEA_GASTROENTERITIS,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-11-07,DENGUE,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-11-07,ARI,12,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-11-07,ILI,11,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-11-07,DIARRHEA_GASTROENTERITIS,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-11-14,DENGUE,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-11-14,ARI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-11-14,ILI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-11-14,DIARRHEA_GASTROENTERITIS,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-11-21,DENGUE,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-11-21,ARI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-11-21,ILI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-11-21,DIARRHEA_GASTROENTERITIS,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-11-28,DENGUE,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-11-28,ARI,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-11-28,ILI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-11-28,DIARRHEA_GASTROENTERITIS,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-12-05,DENGUE,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-12-05,ARI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-12-05,ILI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-12-05,DIARRHEA_GASTROENTERITIS,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-12-12,DENGUE,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-12-12,ARI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-12-12,ILI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-12-12,DIARRHEA_GASTROENTERITIS,1,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-12-19,DENGUE,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-12-19,ARI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-12-19,ILI,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-12-19,DIARRHEA_GASTROENTERITIS,1,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-12-26,DENGUE,1,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-12-26,ARI,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-12-26,ILI,11,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2022-12-26,DIARRHEA_GASTROENTERITIS,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-01-02,DENGUE,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-01-02,ARI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-01-02,ILI,10,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-01-02,DIARRHEA_GASTROENTERITIS,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-01-09,DENGUE,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-01-09,ARI,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-01-09,ILI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-01-09,DIARRHEA_GASTROENTERITIS,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-01-16,DENGUE,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-01-16,ARI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-01-16,ILI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-01-16,DIARRHEA_GASTROENTERITIS,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-01-23,DENGUE,2,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-01-23,ARI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-01-23,ILI,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-01-23,DIARRHEA_GASTROENTERITIS,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-01-30,DENGUE,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-01-30,ARI,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-01-30,ILI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-01-30,DIARRHEA_GASTROENTERITIS,1,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-02-06,DENGUE,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-02-06,ARI,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-02-06,ILI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-02-06,DIARRHEA_GASTROENTERITIS,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-02-13,DENGUE,5,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-02-13,ARI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-02-13,ILI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-02-13,DIARRHEA_GASTROENTERITIS,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-02-20,DENGUE,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-02-20,ARI,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-02-20,ILI,15,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-02-20,DIARRHEA_GASTROENTERITIS,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-02-27,DENGUE,3,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-02-27,ARI,7,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-02-27,ILI,9,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-02-27,DIARRHEA_GASTROENTERITIS,6,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-03-06,DENGUE,1,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-03-06,ARI,8,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
2023-03-06,ILI,4,SYNTHETIC_WORKFLOW_STATE,SYNTHETIC_DEVELOPMENT_DATA
